Date,Price,Open,High,Low,Vol.,Change %
"Dec 29, 2015",811.78,811.59,814.52,805.87,983.04M,-0.44%
"Dec 30, 2015",813.55,812.43,818.27,812.08,756.61M,0.22%
"Jan 04, 2016",794.95,811.91,812.00,791.95,1.05B,-2.29%
"Jan 05, 2016",785.72,797.70,799.26,784.37,1.46B,-1.16%
"Jan 06, 2016",790.02,782.90,790.74,780.43,1.62B,0.55%
"Jan 07, 2016",761.75,771.44,775.08,761.69,2.12B,-3.58%
"Jan 08, 2016",777.88,767.73,779.65,764.58,1.58B,2.12%
"Jan 11, 2016",769.81,768.73,770.38,757.91,1.66B,-1.04%
"Jan 12, 2016",786.13,767.05,786.13,766.76,1.92B,2.12%
"Jan 13, 2016",803.90,796.13,804.17,790.96,2.56B,2.26%
"Jan 14, 2016",789.91,792.52,798.97,787.48,1.98B,-1.74%
"Jan 15, 2016",773.46,793.02,796.42,772.50,1.58B,-2.08%
"Jan 18, 2016",771.71,763.34,776.70,760.55,1.25B,-0.23%
"Jan 19, 2016",790.51,773.75,792.74,773.50,1.60B,2.44%
"Jan 20, 2016",775.54,778.34,781.44,772.34,1.65B,-1.89%
"Jan 21, 2016",775.07,785.65,787.82,768.58,1.38B,-0.06%
"Jan 22, 2016",793.57,786.85,797.31,781.11,1.90B,2.39%
"Jan 25, 2016",794.17,800.21,806.12,793.07,2.32B,0.08%
"Jan 26, 2016",794.42,788.40,796.69,787.08,1.95B,0.03%
"Jan 27, 2016",802.65,801.22,807.59,799.74,2.23B,1.04%
"Jan 28, 2016",813.29,807.14,813.44,800.17,1.70B,1.33%
"Jan 29, 2016",826.21,815.62,826.21,812.61,1.99B,1.59%
"Feb 01, 2016",821.82,824.13,831.04,818.04,2.28B,-0.53%
"Feb 02, 2016",810.85,819.86,823.85,810.57,1.59B,-1.33%
"Feb 03, 2016",816.62,804.05,816.72,802.33,1.45B,0.71%
"Feb 04, 2016",821.30,822.58,824.98,818.74,1.35B,0.57%
"Feb 05, 2016",828.28,826.96,828.98,822.66,1.19B,0.85%
"Feb 08, 2016",825.48,827.29,830.54,823.44,645.71M,-0.34%
"Feb 09, 2016",821.52,818.41,822.54,814.14,1.04B,-0.48%
"Feb 10, 2016",822.04,818.24,823.77,814.70,1.02B,0.06%
"Feb 11, 2016",804.55,817.41,823.40,804.55,1.47B,-2.13%
"Feb 12, 2016",804.38,806.41,809.31,798.90,1.18B,-0.02%
"Feb 15, 2016",812.74,812.34,817.30,809.46,861.58M,1.04%
"Feb 16, 2016",814.10,818.95,821.21,812.30,928.48M,0.17%
"Feb 17, 2016",814.71,811.69,815.06,803.75,1.39B,0.07%
"Feb 18, 2016",822.03,822.30,825.79,815.68,1.43B,0.90%
"Feb 19, 2016",844.43,821.76,844.45,820.99,1.66B,2.72%
"Feb 23, 2016",848.50,848.01,851.46,842.71,1.64B,0.48%
"Feb 24, 2016",851.36,844.57,855.85,842.53,1.28B,0.34%
"Feb 25, 2016",851.17,855.18,855.94,845.96,1.33B,-0.02%
"Feb 26, 2016",859.51,854.87,860.26,853.16,1.47B,0.98%
"Feb 29, 2016",851.02,859.14,859.86,851.02,1.19B,-0.99%
"Mar 01, 2016",865.40,854.20,865.40,850.96,2.48B,1.69%
"Mar 02, 2016",879.95,871.97,886.00,869.52,4.64B,1.68%
"Mar 03, 2016",890.96,884.51,894.33,882.78,2.69B,1.25%
"Mar 04, 2016",889.89,896.39,898.49,887.45,2.57B,-0.12%
"Mar 07, 2016",905.47,895.56,905.56,894.81,4.57B,1.75%
"Mar 08, 2016",887.92,901.13,906.53,886.78,3.90B,-1.94%
"Mar 09, 2016",900.49,884.38,900.51,880.02,2.59B,1.42%
"Mar 10, 2016",887.86,900.77,901.03,886.44,2.84B,-1.40%
"Mar 11, 2016",899.73,893.19,902.97,892.35,2.62B,1.34%
"Mar 14, 2016",899.54,905.62,910.48,897.90,2.18B,-0.02%
"Mar 15, 2016",889.12,895.12,896.79,886.66,1.60B,-1.16%
"Mar 16, 2016",883.15,892.34,897.06,877.20,2.18B,-0.67%
"Mar 17, 2016",886.31,892.16,893.58,886.07,2.02B,0.36%
"Mar 18, 2016",888.84,891.59,893.84,882.69,1.84B,0.29%
"Mar 21, 2016",898.86,889.93,898.88,886.52,2.04B,1.13%
"Mar 22, 2016",902.10,905.63,906.43,896.59,1.27B,0.36%
"Mar 23, 2016",913.76,900.59,914.08,897.85,2.48B,1.29%
"Mar 24, 2016",907.57,909.03,913.64,905.92,1.76B,-0.68%
"Mar 25, 2016",897.50,908.57,910.86,897.50,1.42B,-1.11%
"Mar 28, 2016",893.29,897.65,900.74,891.23,1.33B,-0.47%
"Mar 29, 2016",895.07,892.85,896.22,889.86,1.11B,0.20%
"Mar 30, 2016",908.79,901.71,916.95,901.21,1.88B,1.53%
"Mar 31, 2016",905.93,905.22,909.80,900.45,1.13B,-0.31%
"Apr 01, 2016",899.39,902.60,903.90,895.26,1.33B,-0.72%
"Apr 04, 2016",897.12,897.86,899.58,894.23,961.60M,-0.25%
"Apr 05, 2016",874.04,887.06,887.38,873.78,1.89B,-2.57%
"Apr 07, 2016",860.01,874.48,876.91,860.01,1.71B,-1.61%
"Apr 08, 2016",870.60,861.58,871.62,856.72,1.42B,1.23%
"Apr 11, 2016",868.59,871.37,873.90,864.73,831.52M,-0.23%
"Apr 12, 2016",880.09,873.09,880.84,871.88,1.46B,1.32%
"Apr 18, 2016",890.08,881.24,890.08,878.59,1.97B,1.14%
"Apr 19, 2016",904.35,893.60,906.27,892.21,1.78B,1.60%
"Apr 20, 2016",902.84,904.34,906.82,896.94,1.87B,-0.17%
"Apr 21, 2016",909.05,910.26,916.09,907.04,1.66B,0.69%
"Apr 22, 2016",898.04,910.18,910.67,898.04,1.38B,-1.21%
"Apr 25, 2016",895.77,897.35,900.11,893.65,938.67M,-0.25%
"Apr 26, 2016",903.05,894.95,905.80,892.51,1.42B,0.81%
"Apr 27, 2016",897.16,904.80,906.10,894.88,1.30B,-0.65%
"Apr 28, 2016",887.53,900.91,902.99,885.27,1.20B,-1.07%
"Apr 29, 2016",891.83,887.50,891.83,882.96,1.82B,0.48%
"May 03, 2016",886.63,890.85,896.05,885.83,1.39B,-0.58%
"May 04, 2016",882.15,882.40,883.32,877.22,959.30M,-0.51%
"May 09, 2016",886.96,882.58,887.07,876.92,1.53B,0.55%
"May 10, 2016",882.86,880.83,885.15,877.62,1.40B,-0.46%
"May 11, 2016",874.54,882.93,885.37,874.45,1.55B,-0.94%
"May 12, 2016",890.37,877.21,890.44,876.08,1.49B,1.81%
"May 13, 2016",885.90,890.60,894.58,885.57,1.82B,-0.50%
"May 16, 2016",889.02,893.60,896.36,886.24,2.19B,0.35%
"May 17, 2016",899.47,896.84,903.42,894.61,2.35B,1.18%
"May 18, 2016",894.93,899.85,902.77,894.17,2.19B,-0.50%
"May 19, 2016",883.91,895.01,895.36,881.67,1.68B,-1.23%
"May 23, 2016",881.80,885.42,886.37,878.51,1.14B,-0.24%
"May 24, 2016",882.25,881.71,884.34,876.84,877.75M,0.05%
"May 25, 2016",891.68,890.31,892.21,886.42,1.08B,1.07%
"May 26, 2016",893.78,892.16,896.16,890.73,1.18B,0.24%
"May 27, 2016",903.13,893.83,903.13,891.84,1.14B,1.05%
"May 30, 2016",911.91,911.61,913.96,906.99,1.41B,0.97%
"May 31, 2016",911.11,913.89,914.56,907.41,2.10B,-0.09%
"Jun 01, 2016",903.25,909.37,913.52,903.25,1.09B,-0.86%
"Jun 02, 2016",907.14,904.72,912.75,904.17,1.36B,0.43%
"Jun 03, 2016",916.77,911.99,918.03,909.42,1.78B,1.06%
"Jun 06, 2016",920.90,920.24,923.91,919.38,1.25B,0.45%
"Jun 07, 2016",921.02,925.13,926.79,919.55,1.41B,0.01%
"Jun 08, 2016",923.13,921.82,924.33,915.46,994.79M,0.23%
"Jun 09, 2016",914.25,925.93,927.20,914.25,944.92M,-0.96%
"Jun 10, 2016",909.42,913.23,916.49,909.42,854.79M,-0.53%
"Jun 13, 2016",902.39,901.99,906.37,898.28,2.59B,-0.77%
"Jun 14, 2016",906.77,902.30,908.14,901.85,1.14B,0.49%
"Jun 15, 2016",911.40,907.92,913.11,903.57,1.28B,0.51%
"Jun 16, 2016",893.11,905.93,906.81,891.96,1.39B,-2.01%
"Jun 17, 2016",900.11,897.00,900.78,892.77,997.40M,0.78%
"Jun 20, 2016",901.08,903.32,904.58,898.92,1.25B,0.11%
"Jun 21, 2016",907.65,901.55,909.53,899.89,1.46B,0.73%
"Jun 22, 2016",902.26,907.97,910.14,900.09,1.14B,-0.59%
"Jun 23, 2016",913.35,902.23,914.25,896.66,1.31B,1.23%
"Jun 24, 2016",892.63,893.42,896.77,879.69,3.35B,-2.27%
"Jun 27, 2016",897.24,890.40,900.10,888.54,1.49B,0.52%
"Jun 28, 2016",904.85,898.68,906.06,896.38,1.21B,0.85%
"Jun 29, 2016",908.89,911.13,914.24,907.35,2.18B,0.45%
"Jun 30, 2016",910.56,914.96,915.68,904.80,1.63B,0.18%
"Jul 04, 2016",918.54,916.81,919.97,914.56,1.28B,0.88%
"Jul 05, 2016",913.48,918.45,921.62,912.81,1.47B,-0.55%
"Jul 06, 2016",913.75,908.48,917.24,908.04,1.35B,0.03%
"Jul 07, 2016",915.44,918.48,921.90,915.32,3.65B,0.18%
"Jul 08, 2016",915.88,914.74,917.62,910.03,1.85B,0.05%
"Jul 11, 2016",926.08,922.34,928.03,921.14,2.38B,1.11%
"Jul 12, 2016",931.03,929.43,932.99,923.88,2.49B,0.53%
"Jul 13, 2016",934.38,935.58,937.70,931.52,2.65B,0.36%
"Jul 14, 2016",942.75,935.36,942.95,931.65,2.06B,0.90%
"Jul 15, 2016",942.95,945.01,948.38,941.50,1.56B,0.02%
"Jul 20, 2016",958.84,949.51,958.84,948.08,1.85B,1.69%
"Jul 21, 2016",953.96,959.17,963.90,953.68,1.70B,-0.51%
"Jul 22, 2016",958.98,953.20,959.54,948.76,1.54B,0.53%
"Jul 25, 2016",959.62,957.02,963.53,956.25,1.95B,0.07%
"Jul 26, 2016",952.66,960.54,962.23,950.40,2.10B,-0.73%
"Jul 27, 2016",960.17,957.90,961.83,956.92,1.62B,0.79%
"Jul 28, 2016",967.14,960.01,968.63,955.16,1.83B,0.73%
"Jul 29, 2016",964.44,968.29,971.32,963.98,1.75B,-0.28%
"Aug 01, 2016",956.31,969.60,971.15,954.93,2.15B,-0.84%
"Aug 02, 2016",945.53,952.25,955.76,944.59,1.88B,-1.13%
"Aug 03, 2016",953.09,945.32,954.75,942.22,1.67B,0.80%
"Aug 04, 2016",953.56,955.01,958.48,952.50,1.35B,0.05%
"Aug 05, 2016",962.62,960.11,963.63,958.02,1.41B,0.95%
"Aug 08, 2016",983.07,978.07,983.45,973.73,1.94B,2.12%
"Aug 09, 2016",986.05,984.87,989.78,981.90,1.93B,0.30%
"Aug 10, 2016",986.58,987.88,990.54,982.00,1.69B,0.05%
"Aug 11, 2016",990.71,987.18,990.73,984.01,2.00B,0.42%
"Aug 15, 2016",989.06,982.67,995.59,981.34,1.82B,-0.17%
"Aug 16, 2016",981.84,991.54,994.70,978.40,1.91B,-0.73%
"Aug 17, 2016",976.90,979.85,983.46,975.45,1.67B,-0.50%
"Aug 18, 2016",987.73,980.27,990.10,979.20,1.83B,1.11%
"Aug 19, 2016",981.26,989.33,991.05,979.28,1.38B,-0.66%
"Aug 22, 2016",982.53,979.97,984.59,978.31,1.68B,0.13%
"Aug 23, 2016",981.17,976.28,982.21,973.04,1.74B,-0.14%
"Aug 24, 2016",986.20,981.00,988.24,978.34,1.60B,0.51%
"Aug 25, 2016",983.53,988.39,991.16,979.62,1.64B,-0.27%
"Aug 26, 2016",987.29,984.01,991.87,983.52,1.13B,0.38%
"Aug 29, 2016",982.53,988.51,989.74,979.32,1.41B,-0.48%
"Aug 30, 2016",983.07,985.46,988.74,983.07,1.12B,0.05%
"Aug 31, 2016",983.26,981.71,983.82,976.86,1.29B,0.02%
"Sep 01, 2016",978.17,983.85,984.67,978.17,1.63B,-0.52%
"Sep 02, 2016",964.44,977.47,978.07,961.14,2.00B,-1.40%
"Sep 05, 2016",949.11,968.82,969.55,939.06,2.29B,-1.59%
"Sep 06, 2016",950.22,950.07,955.43,946.72,1.62B,0.12%
"Sep 07, 2016",943.39,952.51,959.61,943.18,1.45B,-0.72%
"Sep 08, 2016",927.82,944.81,945.81,924.36,2.22B,-1.65%
"Sep 09, 2016",921.48,927.59,930.92,915.62,1.68B,-0.68%
"Sep 12, 2016",899.38,907.68,913.48,899.06,1.44B,-2.40%
"Sep 13, 2016",925.46,913.50,928.18,910.82,1.48B,2.90%
"Sep 14, 2016",930.95,923.74,933.75,922.63,1.04B,0.59%
"Sep 15, 2016",932.21,931.36,936.70,928.37,1.30B,0.14%
"Sep 16, 2016",943.94,936.86,943.94,933.70,2.18B,1.26%
"Sep 19, 2016",951.81,946.16,952.61,943.64,1.33B,0.83%
"Sep 20, 2016",938.80,949.41,949.77,933.77,1.37B,-1.37%
"Sep 21, 2016",948.33,944.05,956.21,943.04,1.89B,1.02%
"Sep 22, 2016",961.13,957.35,962.72,954.44,1.57B,1.35%
"Sep 23, 2016",951.73,961.04,961.04,946.52,1.41B,-0.98%
"Sep 26, 2016",948.87,942.81,950.52,940.53,952.36M,-0.30%
"Sep 27, 2016",947.58,951.88,955.09,947.58,849.53M,-0.14%
"Sep 28, 2016",941.30,946.70,949.24,938.82,1.11B,-0.66%
"Sep 29, 2016",949.91,949.80,955.91,946.97,1.43B,0.91%
"Sep 30, 2016",944.42,945.45,948.79,942.11,1.14B,-0.58%
"Oct 03, 2016",950.24,949.75,952.83,947.88,1.28B,0.62%
"Oct 04, 2016",963.83,953.21,964.94,951.65,1.63B,1.43%
"Oct 05, 2016",962.77,965.61,966.51,960.06,1.36B,-0.11%
"Oct 06, 2016",963.65,964.12,967.78,961.03,1.77B,0.09%
"Oct 07, 2016",957.23,963.65,964.20,954.50,1.37B,-0.67%
"Oct 10, 2016",927.87,924.39,936.60,922.30,2.39B,-3.07%
"Oct 11, 2016",917.14,933.67,934.89,910.55,1.92B,-1.16%
"Oct 12, 2016",896.30,910.77,912.60,850.23,4.16B,-2.27%
"Oct 13, 2016",906.77,883.77,906.77,863.11,3.31B,1.17%
"Oct 14, 2016",943.85,941.68,947.19,929.68,3.31B,4.09%
"Oct 17, 2016",939.76,937.61,944.46,932.02,1.82B,-0.43%
"Oct 18, 2016",937.67,941.07,942.78,932.33,1.62B,-0.22%
"Oct 19, 2016",940.21,932.25,944.93,930.38,1.74B,0.27%
"Oct 20, 2016",944.52,947.47,949.71,944.16,1.65B,0.46%
"Oct 21, 2016",947.01,945.48,948.30,942.24,1.56B,0.26%
"Oct 25, 2016",949.16,949.75,950.94,943.82,1.13B,0.23%
"Oct 26, 2016",938.42,948.02,949.07,938.42,1.08B,-1.13%
"Oct 27, 2016",941.27,938.10,944.11,936.85,1.22B,0.30%
"Oct 28, 2016",938.72,942.76,943.31,935.96,1.03B,-0.27%
"Oct 31, 2016",936.66,937.37,939.35,934.67,848.85M,-0.22%
"Nov 01, 2016",942.56,939.53,944.40,938.73,1.51B,0.63%
"Nov 02, 2016",937.75,940.80,940.97,934.74,1.15B,-0.51%
"Nov 03, 2016",932.36,936.70,942.18,932.31,1.27B,-0.57%
"Nov 04, 2016",926.47,928.19,931.06,923.23,1.16B,-0.63%
"Nov 07, 2016",938.33,934.02,940.71,932.90,1.23B,1.28%
"Nov 08, 2016",945.39,939.59,946.15,937.47,2.24B,0.75%
"Nov 09, 2016",944.07,937.41,944.08,928.15,3.90B,-0.14%
"Nov 10, 2016",946.79,950.72,952.98,946.22,2.20B,0.29%
"Nov 11, 2016",933.81,942.45,942.94,932.93,2.23B,-1.37%
"Nov 14, 2016",914.45,923.08,924.68,913.04,1.33B,-2.07%
"Nov 15, 2016",920.17,917.67,921.96,909.30,1.58B,0.63%
"Nov 16, 2016",917.28,925.72,928.19,917.24,1.27B,-0.31%
"Nov 17, 2016",918.03,919.03,919.98,912.03,1.26B,0.08%
"Nov 18, 2016",917.20,916.61,919.27,911.72,1.03B,-0.09%
"Nov 21, 2016",919.41,919.31,923.89,916.27,883.31M,0.24%
"Nov 22, 2016",925.45,925.19,928.44,923.97,1.07B,0.66%
"Nov 23, 2016",933.20,928.96,933.22,927.08,1.08B,0.84%
"Nov 24, 2016",928.03,931.72,933.48,927.01,1.44B,-0.55%
"Nov 25, 2016",935.46,931.41,935.46,930.41,953.48M,0.80%
"Nov 28, 2016",934.78,936.51,937.73,933.44,895.60M,-0.07%
"Nov 29, 2016",932.48,940.24,942.05,931.85,1.09B,-0.25%
"Nov 30, 2016",943.18,933.12,945.14,930.88,1.21B,1.15%
"Dec 01, 2016",947.32,950.36,954.22,946.37,1.12B,0.44%
"Dec 02, 2016",940.21,948.23,952.01,937.68,758.25M,-0.75%
"Dec 06, 2016",950.09,942.64,950.09,939.29,755.42M,1.05%
"Dec 07, 2016",951.71,947.78,954.45,946.49,1.01B,0.17%
"Dec 08, 2016",953.68,953.71,958.22,953.24,1.20B,0.21%
"Dec 09, 2016",954.37,958.60,959.36,951.35,910.75M,0.07%
"Dec 13, 2016",956.86,955.22,959.08,950.12,1.32B,0.26%
"Dec 14, 2016",950.09,956.60,957.42,948.52,993.01M,-0.71%
"Dec 15, 2016",946.98,945.76,950.22,944.23,1.02B,-0.33%
"Dec 16, 2016",946.62,949.26,951.63,946.13,898.94M,-0.04%
"Dec 19, 2016",948.14,947.65,950.70,946.42,666.87M,0.16%
"Dec 20, 2016",944.18,949.21,949.52,940.86,655.80M,-0.42%
"Dec 21, 2016",940.30,945.40,946.97,940.07,489.36M,-0.41%
"Dec 22, 2016",938.60,940.70,941.29,936.00,482.28M,-0.18%
"Dec 23, 2016",940.98,938.85,943.81,936.20,628.37M,0.25%
"Dec 26, 2016",945.45,942.19,947.04,941.89,438.10M,0.48%
"Dec 27, 2016",945.88,945.86,948.02,944.34,495.14M,0.05%
"Dec 28, 2016",951.39,948.33,953.35,946.45,620.27M,0.58%
"Dec 29, 2016",961.96,950.76,966.85,950.31,718.65M,1.11%
"Dec 30, 2016",964.84,963.08,968.60,961.74,705.94M,0.30%
"Jan 04, 2017",980.93,968.24,981.50,968.12,1.98B,1.67%
"Jan 05, 2017",985.53,983.91,988.18,980.40,1.99B,0.47%
"Jan 06, 2017",983.91,986.65,988.39,980.63,2.10B,-0.16%
"Jan 09, 2017",978.56,984.33,984.99,976.03,1.56B,-0.54%
"Jan 10, 2017",983.72,977.64,985.65,977.60,1.67B,0.53%
"Jan 11, 2017",981.90,982.99,989.57,981.90,1.50B,-0.19%
"Jan 12, 2017",979.29,987.07,987.25,977.98,1.62B,-0.27%
"Jan 13, 2017",983.23,982.47,984.68,977.89,1.08B,0.40%
"Jan 16, 2017",979.74,981.55,984.25,976.33,1.08B,-0.35%
"Jan 17, 2017",976.82,980.06,983.43,976.05,1.45B,-0.30%
"Jan 18, 2017",972.59,978.13,980.01,972.51,1.79B,-0.43%
"Jan 19, 2017",969.19,971.26,972.52,963.58,1.57B,-0.35%
"Jan 20, 2017",972.72,967.73,975.63,966.29,1.89B,0.36%
"Jan 23, 2017",976.04,975.90,977.74,973.27,1.01B,0.34%
"Jan 24, 2017",984.23,977.12,985.07,976.89,2.94B,0.84%
"Jan 25, 2017",990.51,987.34,992.74,984.83,2.83B,0.64%
"Jan 26, 2017",998.44,1000.98,1004.03,993.98,1.91B,0.80%
"Jan 27, 2017",996.10,997.54,998.24,993.03,940.02M,-0.23%
"Jan 30, 2017",994.76,994.15,997.52,991.84,621.54M,-0.13%
"Jan 31, 2017",984.21,991.02,991.68,982.97,1.31B,-1.06%
"Feb 01, 2017",984.71,982.22,987.18,979.10,1.23B,0.05%
"Feb 02, 2017",982.41,984.91,988.59,981.46,904.01M,-0.23%
"Feb 03, 2017",990.97,982.49,993.43,980.49,1.10B,0.87%
"Feb 06, 2017",996.40,993.72,998.78,991.17,1.30B,0.55%
"Feb 07, 2017",991.30,994.49,997.32,988.97,933.37M,-0.51%
"Feb 08, 2017",996.23,990.91,1000.71,989.90,1.44B,0.50%
"Feb 09, 2017",990.33,998.74,1000.66,990.15,1.12B,-0.59%
"Feb 10, 2017",992.36,995.08,995.91,990.36,1.15B,0.20%
"Feb 14, 2017",981.66,993.55,994.52,980.72,1.09B,-1.08%
"Feb 15, 2017",984.60,980.85,985.62,975.67,1.66B,0.30%
"Feb 16, 2017",987.04,985.39,990.11,983.72,1.11B,0.25%
"Feb 17, 2017",988.95,989.56,993.92,988.57,974.68M,0.19%
"Feb 20, 2017",989.74,990.97,992.42,986.52,967.24M,0.08%
"Feb 21, 2017",981.03,989.62,993.87,981.03,1.06B,-0.88%
"Feb 22, 2017",987.05,983.76,987.56,979.68,927.52M,0.61%
"Feb 23, 2017",982.64,985.23,985.56,979.65,1.52B,-0.45%
"Feb 24, 2017",981.51,981.92,984.23,978.57,1.05B,-0.11%
"Feb 27, 2017",976.06,977.72,979.83,975.54,767.56M,-0.56%
"Feb 28, 2017",978.46,978.00,981.18,977.39,761.68M,0.25%
"Mar 01, 2017",985.94,981.19,986.01,979.67,1.07B,0.76%
"Mar 02, 2017",985.93,988.19,989.79,985.39,1.08B,0.00%
"Mar 03, 2017",983.41,983.41,985.74,982.05,1.02B,-0.26%
"Mar 06, 2017",975.54,981.46,982.10,973.12,836.02M,-0.80%
"Mar 07, 2017",974.53,975.37,978.89,972.94,710.76M,-0.10%
"Mar 08, 2017",980.14,974.31,980.71,968.10,1.11B,0.58%
"Mar 09, 2017",977.50,977.33,979.51,973.94,718.41M,-0.27%
"Mar 10, 2017",972.88,976.89,977.45,970.11,794.41M,-0.47%
"Mar 13, 2017",975.37,972.25,975.88,968.15,938.24M,0.26%
"Mar 14, 2017",977.25,975.16,980.35,973.36,925.29M,0.19%
"Mar 15, 2017",975.71,976.70,978.63,973.43,969.00M,-0.16%
"Mar 16, 2017",986.70,982.58,989.20,980.28,1.62B,1.13%
"Mar 17, 2017",988.44,988.28,989.58,984.14,1.25B,0.18%
"Mar 20, 2017",989.53,991.07,994.59,987.92,934.67M,0.11%
"Mar 21, 2017",993.96,991.29,996.44,989.89,995.71M,0.45%
"Mar 22, 2017",992.07,987.87,995.03,985.81,899.21M,-0.19%
"Mar 23, 2017",993.25,995.72,996.60,992.40,732.53M,0.12%
"Mar 24, 2017",998.25,993.32,999.93,992.16,1.12B,0.50%
"Mar 27, 2017",995.43,997.73,999.94,994.20,651.90M,-0.28%
"Mar 28, 2017",1000.40,997.38,1002.49,996.36,1.07B,0.50%
"Mar 29, 2017",997.63,998.86,1001.37,995.63,860.60M,-0.28%
"Mar 30, 2017",1001.52,997.96,1005.43,996.41,1.13B,0.39%
"Mar 31, 2017",996.44,1002.97,1004.58,996.44,1.28B,-0.51%
"Apr 03, 2017",999.39,998.92,1002.35,997.90,853.26M,0.30%
"Apr 04, 2017",1000.98,998.94,1002.48,996.97,951.57M,0.16%
"Apr 05, 2017",1000.13,1000.87,1002.47,996.20,1.08B,-0.08%
"Apr 07, 2017",1003.26,998.53,1003.59,995.75,853.72M,0.31%
"Apr 10, 2017",1002.50,1000.60,1003.78,997.74,653.60M,-0.08%
"Apr 11, 2017",1003.25,1003.65,1006.90,1001.83,809.93M,0.07%
"Apr 12, 2017",1009.23,1005.30,1009.23,1004.70,715.93M,0.60%
"Apr 17, 2017",999.77,1005.88,1006.04,998.52,596.67M,-0.94%
"Apr 18, 2017",997.68,1002.31,1004.78,997.62,980.59M,-0.21%
"Apr 19, 2017",992.89,997.01,998.39,992.71,1.49B,-0.48%
"Apr 20, 2017",993.86,992.80,998.18,991.91,1.18B,0.10%
"Apr 21, 2017",995.83,995.56,998.69,994.60,943.04M,0.20%
"Apr 24, 2017",992.51,996.31,997.62,990.36,844.56M,-0.33%
"Apr 25, 2017",993.39,994.19,996.76,987.25,1.23B,0.09%
"Apr 26, 2017",996.93,993.71,998.89,991.47,1.03B,0.36%
"Apr 27, 2017",995.19,996.13,997.36,992.55,705.15M,-0.17%
"Apr 28, 2017",993.98,996.60,997.20,992.20,1.02B,-0.12%
"May 02, 2017",992.82,994.03,997.39,992.36,643.94M,-0.12%
"May 03, 2017",993.57,993.77,997.19,992.85,632.30M,0.08%
"May 04, 2017",999.01,994.79,1000.63,994.59,987.41M,0.55%
"May 05, 2017",997.24,997.67,998.75,992.96,773.58M,-0.18%
"May 08, 2017",996.56,996.87,998.70,994.42,760.59M,-0.07%
"May 09, 2017",993.46,998.46,998.94,991.19,966.95M,-0.31%
"May 11, 2017",989.38,994.54,995.70,986.24,1.14B,-0.41%
"May 12, 2017",983.37,989.56,989.56,979.40,1.24B,-0.61%
"May 15, 2017",980.75,982.29,983.19,976.94,1.08B,-0.27%
"May 16, 2017",984.66,980.64,986.26,979.65,1.35B,0.40%
"May 17, 2017",983.98,985.09,987.98,983.02,1.33B,-0.07%
"May 18, 2017",980.83,981.39,984.28,979.23,793.74M,-0.32%
"May 19, 2017",982.25,981.71,984.97,979.92,783.98M,0.14%
"May 22, 2017",987.38,985.24,989.57,985.21,841.45M,0.52%
"May 23, 2017",990.69,989.04,991.99,987.18,776.50M,0.34%
"May 24, 2017",991.62,991.23,993.48,989.58,805.49M,0.09%
"May 25, 2017",992.43,993.57,994.86,991.07,754.16M,0.08%
"May 26, 2017",991.97,991.83,994.51,990.09,746.37M,-0.05%
"May 29, 2017",991.87,991.79,993.90,989.92,655.45M,-0.01%
"May 30, 2017",991.49,993.01,993.91,990.93,482.85M,-0.04%
"May 31, 2017",986.08,993.70,995.34,984.18,1.12B,-0.55%
"Jun 01, 2017",987.79,986.69,989.64,984.64,1.06B,0.17%
"Jun 02, 2017",990.22,989.31,992.51,988.30,807.13M,0.25%
"Jun 05, 2017",988.36,993.57,994.33,985.89,896.33M,-0.19%
"Jun 06, 2017",990.04,988.95,991.35,985.24,968.97M,0.17%
"Jun 07, 2017",987.95,990.88,992.82,987.44,789.31M,-0.21%
"Jun 08, 2017",990.74,988.68,991.81,985.51,845.96M,0.28%
"Jun 09, 2017",987.52,990.71,991.04,985.79,862.28M,-0.33%
"Jun 12, 2017",984.87,987.78,989.80,982.82,711.62M,-0.27%
"Jun 13, 2017",991.24,986.35,992.22,985.03,917.44M,0.65%
"Jun 14, 2017",993.15,991.66,994.72,989.09,715.81M,0.19%
"Jun 15, 2017",989.58,990.99,994.30,989.22,640.64M,-0.36%
"Jun 16, 2017",992.10,992.13,993.98,988.76,811.46M,0.25%
"Jun 19, 2017",995.90,994.29,997.72,993.74,763.12M,0.38%
"Jun 20, 2017",994.52,997.42,997.81,993.00,715.56M,-0.14%
"Jun 21, 2017",992.70,992.40,993.92,989.73,920.84M,-0.18%
"Jun 22, 2017",994.96,993.05,997.51,992.47,1.17B,0.23%
"Jun 23, 2017",996.26,996.12,998.28,994.93,1.23B,0.13%
"Jun 26, 2017",997.44,998.82,1000.62,995.63,1.08B,0.12%
"Jun 27, 2017",999.60,999.46,1001.15,997.04,730.31M,0.22%
"Jun 28, 2017",997.33,999.26,1000.19,995.38,803.63M,-0.23%
"Jun 29, 2017",995.10,1000.46,1003.26,993.77,1.46B,-0.22%
"Jun 30, 2017",994.35,995.48,997.67,990.74,959.30M,-0.08%
"Jul 03, 2017",999.16,996.76,999.89,994.94,662.81M,0.48%
"Jul 04, 2017",995.39,1001.13,1002.06,994.02,670.82M,-0.38%
"Jul 05, 2017",996.08,996.39,998.84,994.13,692.74M,0.07%
"Jul 06, 2017",993.69,995.93,996.57,988.89,986.14M,-0.24%
"Jul 07, 2017",992.88,992.02,993.79,989.29,714.95M,-0.08%
"Jul 11, 2017",991.95,993.13,994.60,988.87,924.19M,-0.09%
