Date,Price,Open,High,Low,Vol.,Change %
"Apr 20, 2020",855.45,835.76,862.09,831.68,1.83B,2.63%
"Apr 21, 2020",842.65,839.55,850.30,835.93,1.75B,-1.50%
"Apr 22, 2020",848.81,836.19,850.03,825.29,1.95B,0.73%
"Apr 23, 2020",854.09,851.45,859.57,845.89,1.72B,0.62%
"Apr 24, 2020",842.03,855.05,858.73,839.61,1.57B,-1.41%
"Apr 27, 2020",848.40,851.34,852.74,841.74,1.05B,0.76%
"Apr 28, 2020",854.34,848.62,861.27,843.27,1.65B,0.70%
"Apr 29, 2020",857.63,860.22,863.25,853.80,1.18B,0.39%
"Apr 30, 2020",873.56,870.04,873.56,865.34,2.19B,1.86%
"May 05, 2020",856.57,862.83,864.96,855.72,1.48B,-1.94%
"May 07, 2020",842.56,852.75,855.67,838.04,1.68B,-1.64%
"May 08, 2020",848.27,848.77,852.58,840.92,1.23B,0.68%
"May 11, 2020",864.32,857.08,869.80,856.32,1.80B,1.89%
"May 12, 2020",872.60,862.68,875.14,860.78,1.75B,0.96%
"May 13, 2020",867.36,870.05,874.65,864.38,1.90B,-0.60%
"May 14, 2020",856.11,860.67,863.81,852.78,1.30B,-1.30%
"May 15, 2020",854.57,860.48,862.07,853.52,1.26B,-0.18%
"May 18, 2020",858.94,862.10,866.75,857.05,1.77B,0.51%
"May 19, 2020",875.44,876.86,882.78,872.28,2.53B,1.92%
"May 20, 2020",883.08,876.12,883.08,872.55,2.65B,0.87%
"May 21, 2020",881.97,889.20,891.36,877.10,2.50B,-0.13%
"May 22, 2020",867.81,872.31,873.76,855.96,2.14B,-1.61%
"May 25, 2020",878.06,870.15,880.52,865.73,1.96B,1.18%
"May 26, 2020",888.53,889.03,896.78,885.98,2.37B,1.19%
"May 27, 2020",895.13,889.60,895.66,882.17,2.98B,0.74%
"May 28, 2020",888.84,903.39,904.63,888.84,2.55B,-0.70%
"May 29, 2020",896.01,886.46,896.10,879.17,3.78B,0.81%
"Jun 01, 2020",901.45,905.10,909.52,898.81,1.95B,0.61%
"Jun 02, 2020",919.05,908.03,919.05,904.53,2.44B,1.95%
"Jun 04, 2020",946.71,936.95,949.26,933.68,3.95B,3.01%
"Jun 05, 2020",965.37,949.46,968.33,939.26,3.49B,1.97%
"Jun 08, 2020",965.12,975.69,979.98,959.34,3.17B,-0.03%
"Jun 09, 2020",941.69,964.03,971.75,936.25,3.00B,-2.43%
"Jun 10, 2020",950.03,948.31,954.26,937.47,2.23B,0.89%
"Jun 11, 2020",932.34,945.65,951.60,923.35,2.28B,-1.86%
"Jun 12, 2020",920.52,905.89,924.28,902.47,2.34B,-1.27%
"Jun 15, 2020",889.98,912.11,916.98,886.27,2.46B,-3.32%
"Jun 16, 2020",909.52,915.72,916.97,905.63,1.67B,2.20%
"Jun 17, 2020",914.49,905.22,918.64,901.82,1.96B,0.55%
"Jun 18, 2020",910.63,900.29,914.53,899.26,1.76B,-0.42%
"Jun 19, 2020",907.67,912.93,915.59,905.09,1.56B,-0.33%
"Jun 22, 2020",893.92,899.01,905.79,890.73,1.82B,-1.51%
"Jun 23, 2020",897.32,899.23,901.29,892.77,1.35B,0.38%
"Jun 24, 2020",880.20,901.13,903.56,879.90,1.59B,-1.91%
"Jun 25, 2020",874.96,870.02,875.85,861.47,1.82B,-0.60%
"Jun 26, 2020",878.61,881.97,888.22,876.06,1.11B,0.42%
"Jun 29, 2020",878.64,871.03,878.76,865.37,1.32B,0.00%
"Jun 30, 2020",885.15,889.87,894.98,885.15,1.51M,0.74%
"Jul 01, 2020",892.30,889.71,892.96,878.59,1.18B,0.81%
"Jul 02, 2020",912.22,898.28,914.19,895.86,1.72B,2.23%
"Jul 03, 2020",908.49,914.01,915.50,907.29,1.13B,-0.41%
"Jul 07, 2020",907.90,920.05,922.66,907.90,1.62B,-0.06%
"Jul 08, 2020",898.45,906.18,912.19,897.52,1.27B,-1.04%
"Jul 09, 2020",899.93,901.78,904.85,894.33,1.64B,0.16%
"Jul 10, 2020",885.71,892.86,896.94,882.13,1.00B,-1.58%
"Jul 13, 2020",878.65,894.04,895.19,876.30,1.42B,-0.80%
"Jul 14, 2020",879.13,871.20,880.64,866.57,1.29B,0.05%
"Jul 15, 2020",888.98,887.11,891.97,882.13,1.30B,1.12%
"Jul 16, 2020",883.16,888.20,890.87,879.63,940.82M,-0.65%
"Jul 17, 2020",892.09,886.46,893.42,883.58,745.20M,1.01%
"Jul 20, 2020",890.04,890.77,896.79,885.54,1.04B,-0.23%
"Jul 21, 2020",904.21,896.86,906.57,895.92,1.59B,1.59%
"Jul 22, 2020",889.48,906.34,907.58,889.21,1.29B,-1.63%
"Jul 23, 2020",890.70,888.74,894.24,882.61,1.56B,0.14%
"Jul 24, 2020",875.50,881.01,882.71,872.38,1.19B,-1.71%
"Jul 29, 2020",871.41,878.20,881.21,870.06,1.26B,-0.47%
"Jul 30, 2020",854.12,875.48,876.71,851.90,1.36B,-1.98%
"Jul 31, 2020",862.98,852.92,863.07,844.39,1.52B,1.04%
"Aug 03, 2020",852.67,858.84,859.45,847.64,1.06B,-1.19%
"Aug 04, 2020",860.32,859.93,865.54,857.74,1.11B,0.90%
"Aug 05, 2020",865.49,863.28,868.94,856.96,1.28B,0.60%
"Aug 06, 2020",864.05,863.65,872.54,863.35,1.13B,-0.17%
"Aug 07, 2020",856.88,862.48,863.57,854.28,809.77M,-0.83%
"Aug 10, 2020",853.92,858.65,860.91,853.82,664.57M,-0.35%
"Aug 11, 2020",866.77,863.19,870.99,861.13,1.66B,1.50%
"Aug 13, 2020",878.70,876.64,880.89,874.82,1.89B,1.38%
"Aug 14, 2020",863.69,877.43,879.38,861.87,1.34B,-1.71%
"Aug 17, 2020",861.25,866.29,867.93,856.66,1.33B,-0.28%
"Aug 18, 2020",867.86,861.06,867.95,860.63,1.12B,0.77%
"Aug 19, 2020",850.57,868.69,869.55,846.43,1.59B,-1.99%
"Aug 20, 2020",840.28,841.66,847.32,838.10,1.23B,-1.21%
"Aug 21, 2020",840.07,847.14,848.96,838.21,852.52M,-0.02%
"Aug 24, 2020",852.29,844.78,853.83,839.50,1.19B,1.45%
"Aug 25, 2020",853.89,859.14,861.85,853.29,1.22B,0.19%
"Aug 26, 2020",856.64,854.87,858.38,848.73,1.11B,0.32%
"Aug 27, 2020",858.66,856.10,863.14,854.51,1.20B,0.24%
"Aug 28, 2020",855.29,865.30,867.45,852.87,1.43B,-0.39%
"Aug 31, 2020",844.22,859.55,863.28,843.49,1.63B,-1.29%
"Sep 01, 2020",841.66,846.41,849.17,838.14,1.06B,-0.30%
"Sep 02, 2020",847.56,840.34,848.12,837.36,997.13M,0.70%
"Sep 03, 2020",844.60,850.08,851.65,841.60,970.71M,-0.35%
"Sep 08, 2020",832.91,840.41,840.65,831.47,929.27M,-1.38%
"Sep 09, 2020",831.54,821.94,833.16,819.85,1.06B,-0.16%
"Sep 10, 2020",830.25,832.31,835.20,826.35,805.33M,-0.16%
"Sep 11, 2020",823.64,829.00,833.53,822.50,718.55M,-0.80%
"Sep 14, 2020",818.43,827.99,829.15,817.09,738.93M,-0.63%
"Sep 15, 2020",827.38,822.26,828.44,819.13,752.93M,1.09%
"Sep 16, 2020",832.88,827.59,834.79,825.18,958.01M,0.66%
"Sep 17, 2020",825.66,828.74,831.22,822.17,792.19M,-0.87%
"Sep 18, 2020",826.83,827.91,831.07,821.19,1.14B,0.14%
"Sep 21, 2020",815.81,830.08,831.47,814.24,790.08M,-1.33%
"Sep 22, 2020",808.83,812.66,815.25,805.49,954.37M,-0.86%
"Sep 23, 2020",802.30,811.27,812.14,801.80,964.41M,-0.81%
"Sep 24, 2020",787.21,795.26,798.13,784.04,1.31B,-1.88%
"Sep 25, 2020",786.03,789.81,794.22,783.53,1.08B,-0.15%
"Sep 28, 2020",802.03,790.56,803.25,790.45,1.05B,2.04%
"Sep 29, 2020",796.43,804.40,805.19,793.61,911.71M,-0.70%
"Sep 30, 2020",781.06,797.46,798.54,780.61,986.58M,-1.93%
"Oct 01, 2020",788.02,786.49,791.02,777.61,995.65M,0.89%
"Oct 02, 2020",777.31,785.07,785.75,772.78,1.37B,-1.36%
"Oct 05, 2020",781.81,783.52,785.56,778.07,862.93M,0.58%
"Oct 06, 2020",787.62,788.32,792.25,785.10,1.37B,0.74%
"Oct 07, 2020",797.43,785.08,798.08,782.21,1.36B,1.25%
"Oct 08, 2020",804.96,801.81,810.61,799.45,1.35B,0.94%
"Oct 09, 2020",800.79,808.18,809.17,797.89,983.31M,-0.52%
"Oct 12, 2020",804.59,801.79,808.32,798.62,954.35K,0.47%
"Oct 14, 2020",794.81,800.31,801.59,790.52,1.08M,-1.22%
"Oct 15, 2020",782.02,787.60,790.65,779.99,1.20B,-1.61%
"Oct 16, 2020",776.50,783.74,785.44,771.77,1.01B,-0.71%
"Oct 19, 2020",760.94,768.22,768.22,758.04,1.35M,-2.00%
"Oct 20, 2020",760.71,757.61,767.63,753.63,1.19B,-0.03%
"Oct 21, 2020",765.10,765.40,769.14,760.64,1.12B,0.58%
"Oct 22, 2020",762.68,762.96,771.22,755.75,1.26B,-0.32%
"Oct 26, 2020",757.85,761.79,762.80,755.42,774.73M,-0.63%
"Oct 27, 2020",758.72,751.57,761.47,748.23,1.03B,0.11%
"Oct 28, 2020",756.02,756.84,764.39,754.70,1.34B,-0.36%
"Oct 29, 2020",751.14,750.49,755.49,746.81,1.19B,-0.65%
"Oct 30, 2020",746.26,753.06,753.25,739.95,1.45B,-0.65%
"Nov 02, 2020",750.87,747.17,751.63,743.57,967.53M,0.62%
"Nov 03, 2020",766.00,756.79,767.28,756.29,1.26B,2.01%
"Nov 04, 2020",765.09,766.71,772.75,759.88,1.26B,-0.12%
"Nov 05, 2020",799.58,774.29,801.95,772.36,2.31B,4.51%
"Nov 06, 2020",798.05,800.01,805.38,790.93,2.22B,-0.19%
"Nov 09, 2020",819.07,814.64,826.86,811.64,2.25B,2.63%
"Nov 10, 2020",875.64,861.56,879.64,846.56,5.33B,6.91%
"Nov 11, 2020",878.09,885.25,888.28,867.01,3.35B,0.28%
"Nov 12, 2020",868.27,873.24,873.75,860.82,2.40B,-1.12%
"Nov 13, 2020",875.40,862.37,880.98,859.95,3.78B,0.82%
"Nov 16, 2020",878.24,886.17,889.98,878.00,2.77B,0.32%
"Nov 17, 2020",876.66,882.56,889.17,872.64,3.02B,-0.18%
"Nov 18, 2020",888.51,872.85,888.51,868.84,1.94B,1.35%
"Nov 19, 2020",889.70,886.73,895.15,885.50,2.13B,0.13%
"Nov 20, 2020",904.47,888.78,905.30,886.94,3.00B,1.66%
"Nov 23, 2020",927.63,910.11,929.43,908.38,3.76B,2.56%
"Nov 24, 2020",912.85,934.92,937.36,912.03,3.65B,-1.59%
"Nov 25, 2020",924.42,924.77,933.87,904.71,3.33B,1.27%
"Nov 26, 2020",933.60,928.48,934.17,923.73,2.03B,0.99%
"Nov 27, 2020",933.14,930.56,938.34,927.77,2.29B,-0.05%
"Nov 30, 2020",908.61,924.36,929.03,908.39,6.85B,-2.63%
"Dec 01, 2020",919.58,915.65,926.91,915.07,3.28B,1.21%
"Dec 02, 2020",917.49,914.80,926.81,913.81,2.92B,-0.23%
"Dec 03, 2020",931.10,922.17,933.02,918.67,3.03B,1.48%
"Dec 04, 2020",940.17,931.47,944.35,931.00,3.65B,0.97%
"Dec 08, 2020",955.75,937.80,960.32,932.41,4.88B,1.66%
"Dec 09, 2020",958.49,962.47,968.93,951.88,4.15B,0.29%
"Dec 14, 2020",947.82,962.45,965.84,945.14,4.00B,-1.11%
"Dec 15, 2020",949.28,941.09,950.06,934.63,2.83B,0.15%
"Dec 16, 2020",950.90,955.90,956.95,944.69,7.24B,0.17%
"Dec 17, 2020",948.99,954.01,959.85,948.47,14.38B,-0.20%
"Dec 18, 2020",947.28,949.32,953.60,940.86,3.29B,-0.18%
"Dec 21, 2020",892.00,912.02,926.20,891.88,4.92B,-5.84%
"Dec 22, 2020",906.00,893.89,910.49,881.64,3.70B,1.57%
"Dec 23, 2020",893.90,903.99,916.12,893.87,4.01M,-1.34%
"Dec 24, 2020",910.01,896.75,913.11,890.63,3.78B,1.80%
"Dec 25, 2020",918.35,915.07,920.89,911.17,3.32B,0.92%
"Dec 28, 2020",905.64,925.42,925.75,905.13,2.81B,-1.38%
"Dec 29, 2020",924.00,910.61,924.16,907.95,2.17B,2.03%
"Dec 30, 2020",910.45,927.67,929.05,907.73,3.08B,-1.47%
"Jan 04, 2021",924.36,896.70,924.36,893.62,2.76B,1.53%
"Jan 05, 2021",953.99,923.20,953.99,921.51,2.93B,3.21%
"Jan 06, 2021",940.41,951.94,957.42,935.88,3.41B,-1.42%
"Jan 07, 2021",955.39,952.69,959.29,946.05,4.56B,1.59%
"Jan 08, 2021",977.59,965.70,977.59,964.91,3.00B,2.32%
"Jan 11, 2021",974.91,978.89,988.32,968.69,1.98B,-0.27%
"Jan 12, 2021",975.51,973.75,978.30,967.16,1.52M,0.06%
"Jan 13, 2021",980.75,981.68,992.03,976.81,2.32B,0.54%
"Jan 14, 2021",971.35,978.11,984.91,969.64,1.71B,-0.96%
"Jan 15, 2021",957.86,971.49,977.38,954.30,1.74B,-1.39%
"Jan 18, 2021",949.64,951.27,954.98,943.94,1.39B,-0.86%
"Jan 19, 2021",958.16,956.20,964.13,955.68,1.40B,0.90%
"Jan 20, 2021",952.86,958.86,962.86,949.18,1.89B,-0.55%
"Jan 21, 2021",951.58,960.09,962.79,948.47,2.53B,-0.13%
"Jan 22, 2021",939.73,947.04,954.35,936.03,1.98B,-1.25%
"Jan 25, 2021",942.00,939.47,944.67,933.29,1.53B,0.24%
"Jan 26, 2021",951.02,937.58,952.25,932.19,1.59B,0.96%
"Jan 27, 2021",936.76,948.39,951.58,936.76,1.23B,-1.50%
"Jan 28, 2021",916.91,925.61,932.62,916.46,1.92B,-2.12%
"Jan 29, 2021",916.66,923.79,925.38,908.82,2.14B,-0.03%
"Feb 01, 2021",922.89,914.83,926.75,908.04,1.74B,0.68%
"Feb 02, 2021",928.07,933.33,937.20,924.15,1.42B,0.56%
"Feb 03, 2021",923.94,937.39,938.54,923.94,2.12B,-0.45%
"Feb 04, 2021",923.52,927.13,931.10,919.96,1.80B,-0.05%
"Feb 05, 2021",933.55,929.03,934.84,927.29,1.80B,1.09%
"Feb 08, 2021",948.24,942.44,949.10,940.46,3.00B,1.57%
"Feb 09, 2021",949.46,954.11,958.20,948.22,2.15B,0.13%
"Feb 10, 2021",950.28,955.13,957.03,946.65,1.57B,0.09%
"Feb 11, 2021",942.63,953.27,953.96,939.09,1.04B,-0.81%
"Feb 15, 2021",949.89,946.55,955.42,943.04,1.09B,0.77%
"Feb 16, 2021",950.00,952.71,954.94,949.37,1.14B,0.01%
"Feb 17, 2021",942.16,946.31,953.75,941.67,1.67B,-0.83%
"Feb 18, 2021",938.08,945.24,949.22,938.05,1.29B,-0.43%
"Feb 19, 2021",930.51,933.13,935.38,925.33,1.78B,-0.81%
"Feb 22, 2021",916.29,933.25,934.10,915.41,1.60B,-1.53%
"Feb 23, 2021",933.34,924.03,938.33,922.76,1.60B,1.86%
"Feb 24, 2021",926.74,935.71,938.57,922.77,1.54B,-0.71%
"Feb 25, 2021",929.95,939.83,941.27,927.97,2.43B,0.35%
"Mar 01, 2021",932.94,928.25,936.97,924.02,1.39B,0.32%
"Mar 02, 2021",933.35,934.58,938.21,931.35,1.44B,0.04%
"Mar 03, 2021",964.34,938.15,964.34,937.97,2.94B,3.32%
"Mar 04, 2021",953.61,957.15,959.90,950.12,2.33B,-1.11%
"Mar 05, 2021",958.33,950.12,966.77,949.13,2.42B,0.49%
"Mar 08, 2021",958.16,968.90,971.51,955.09,2.74B,-0.02%
"Mar 09, 2021",961.27,964.96,966.67,951.81,2.13B,0.32%
"Mar 10, 2021",975.73,962.16,976.66,959.33,2.59B,1.50%
"Mar 11, 2021",978.70,982.46,984.62,973.57,2.48B,0.30%
"Mar 12, 2021",973.16,981.83,985.45,969.49,2.10B,-0.57%
"Mar 15, 2021",968.34,975.43,977.83,965.77,1.21B,-0.50%
"Mar 16, 2021",965.26,970.23,973.38,963.97,1.33B,-0.32%
"Mar 17, 2021",967.45,963.35,970.93,960.50,1.61B,0.23%
"Mar 18, 2021",966.15,976.51,979.53,965.74,1.52B,-0.13%
"Mar 19, 2021",959.41,960.62,963.37,954.70,1.57B,-0.70%
"Mar 22, 2021",959.48,958.28,963.97,952.19,1.04B,0.01%
"Mar 23, 2021",957.73,962.92,964.34,955.59,1.62B,-0.18%
"Mar 24, 2021",961.59,952.63,961.59,950.90,1.48B,0.40%
"Mar 25, 2021",961.75,964.35,967.50,960.03,2.00B,0.02%
"Mar 26, 2021",963.66,965.70,968.87,958.75,1.45B,0.20%
"Mar 29, 2021",967.69,968.29,975.11,966.74,1.32B,0.42%
"Mar 30, 2021",972.70,971.49,976.17,968.91,2.53B,0.52%
"Mar 31, 2021",971.24,974.15,975.28,969.28,1.16B,-0.15%
"Apr 01, 2021",975.66,975.60,980.06,971.42,1.40B,0.46%
"Apr 02, 2021",976.13,980.78,983.18,975.17,1.12B,0.05%
"Apr 05, 2021",964.71,977.68,979.38,961.79,1.19B,-1.17%
"Apr 07, 2021",950.22,956.32,960.28,949.45,1.99B,-1.50%
"Apr 08, 2021",950.04,948.51,954.24,947.40,1.14B,-0.02%
"Apr 09, 2021",955.90,952.33,960.11,951.97,1.17B,0.62%
"Apr 12, 2021",941.08,952.53,953.00,938.94,1.27B,-1.55%
"Apr 16, 2021",946.50,945.53,947.07,937.10,1.75B,0.58%
"Apr 19, 2021",960.33,949.65,961.54,947.00,1.30B,1.46%
"Apr 20, 2021",963.94,958.88,965.01,956.46,1.63B,0.38%
"Apr 21, 2021",961.89,959.98,965.65,958.89,1.30B,-0.21%
"Apr 22, 2021",952.58,964.88,966.02,949.77,1.62B,-0.97%
"Apr 23, 2021",942.63,949.54,949.78,940.29,1.56B,-1.04%
"Apr 26, 2021",943.92,941.86,946.06,935.96,1.42B,0.14%
"Apr 27, 2021",943.34,945.76,949.44,938.95,1.65B,-0.06%
"Apr 28, 2021",954.24,946.51,955.14,944.36,1.42M,1.16%
"Apr 29, 2021",964.55,959.61,966.44,958.73,1.53B,1.08%
"Apr 30, 2021",955.97,964.17,965.24,955.45,1.07B,-0.89%
"May 05, 2021",929.63,953.45,954.62,928.03,1.95B,-2.76%
"May 06, 2021",945.55,932.35,949.14,930.77,1.33B,1.71%
"May 07, 2021",955.80,953.17,958.56,949.03,1.05B,1.08%
"May 10, 2021",959.45,965.46,965.58,950.64,925.61M,0.38%
"May 11, 2021",956.97,952.20,962.01,948.27,1.61B,-0.26%
"May 12, 2021",952.55,955.02,956.92,942.52,1.50B,-0.46%
"May 13, 2021",938.33,940.79,944.41,912.03,2.42B,-1.49%
"May 14, 2021",938.68,941.96,944.15,928.10,1.43B,0.04%
"May 17, 2021",938.99,934.61,942.97,927.06,1.31B,0.03%
"May 18, 2021",948.87,946.09,951.89,944.88,1.20B,1.05%
"May 19, 2021",943.47,943.94,949.25,941.38,1.17B,-0.57%
"May 20, 2021",938.31,945.18,947.36,937.83,1.34B,-0.55%
"May 21, 2021",937.53,941.28,941.77,931.84,1.06B,-0.08%
"May 24, 2021",934.83,938.47,941.63,933.29,1.22M,-0.29%
"May 25, 2021",948.06,942.82,949.26,940.30,1.19M,1.42%
"May 27, 2021",957.10,948.71,961.21,946.73,2.74B,0.95%
"May 28, 2021",956.19,962.07,965.22,954.83,1.38B,-0.10%
"May 31, 2021",962.58,956.03,963.49,952.25,1.05B,0.67%
"Jun 01, 2021",981.19,968.66,982.49,964.72,1.81B,1.93%
"Jun 02, 2021",978.28,984.63,986.37,975.07,1.48B,-0.30%
"Jun 04, 2021",972.32,974.25,980.59,972.19,1.39B,-0.61%
"Jun 07, 2021",972.97,976.48,981.93,971.75,1.39B,0.07%
"Jun 08, 2021",973.13,973.86,977.28,967.19,1.52B,0.02%
"Jun 09, 2021",982.05,976.13,983.58,975.98,1.21B,0.92%
"Jun 10, 2021",981.60,985.82,989.23,980.02,1.59B,-0.05%
"Jun 11, 2021",990.78,985.97,990.79,983.89,1.36B,0.94%
"Jun 14, 2021",988.38,993.95,995.06,984.94,1.21B,-0.24%
"Jun 15, 2021",979.39,988.20,989.50,976.81,1.39B,-0.91%
"Jun 16, 2021",980.13,979.55,985.12,976.41,1.45B,0.08%
"Jun 17, 2021",973.93,976.33,982.99,972.72,1.22B,-0.63%
"Jun 18, 2021",971.19,974.78,976.97,965.61,1.92B,-0.28%
"Jun 21, 2021",962.99,961.21,964.32,956.76,1.23B,-0.84%
"Jun 22, 2021",961.99,968.74,970.42,961.52,1.04B,-0.10%
"Jun 23, 2021",959.00,966.20,967.21,957.89,1.34B,-0.31%
"Jun 24, 2021",956.14,955.45,957.11,946.69,1.52B,-0.30%
"Jun 25, 2021",954.78,959.99,962.24,951.46,1.13B,-0.14%
"Jun 28, 2021",950.26,949.09,953.05,943.86,1.34B,-0.47%
"Jun 29, 2021",957.39,951.36,961.14,950.50,1.40B,0.75%
"Jun 30, 2021",953.72,960.77,962.88,950.83,1.69M,-0.38%
"Jul 01, 2021",957.36,955.95,960.45,951.61,1.23B,0.38%
"Jul 02, 2021",949.27,954.76,958.89,945.86,1.21B,-0.85%
"Jul 05, 2021",950.33,950.72,951.93,945.73,930.66M,0.11%
"Jul 06, 2021",956.78,955.26,960.00,954.40,927.20M,0.68%
"Jul 07, 2021",948.23,951.50,954.39,945.96,1.66B,-0.89%
"Jul 08, 2021",929.76,940.33,942.61,927.15,2.95B,-1.95%
"Jul 09, 2021",934.18,927.60,938.34,925.80,2.08B,0.48%
"Jul 12, 2021",932.24,937.99,939.96,928.96,1.27B,-0.21%
"Jul 13, 2021",944.31,937.27,945.92,935.54,1.19B,1.29%
"Jul 14, 2021",940.68,943.50,945.17,936.74,1.12B,-0.38%
"Jul 15, 2021",942.55,944.05,948.17,940.61,1.21B,0.20%
"Jul 16, 2021",942.35,939.33,943.71,937.45,1.40B,-0.02%
"Jul 19, 2021",930.44,932.69,935.63,927.19,1.07B,-1.26%
"Jul 20, 2021",920.40,926.92,927.86,915.68,1.55B,-1.08%
"Jul 21, 2021",922.25,922.18,924.22,915.92,1.53B,0.20%
"Jul 22, 2021",929.30,928.54,930.73,924.98,1.43B,0.76%
"Jul 23, 2021",923.24,927.16,928.97,920.15,1.42B,-0.65%
"Jul 27, 2021",917.72,924.08,927.02,912.62,1.18B,-0.60%
"Jul 29, 2021",919.34,920.52,923.04,914.37,1.36B,0.18%
"Jul 30, 2021",910.61,917.78,919.49,908.20,1.99B,-0.95%
"Aug 02, 2021",914.26,912.78,914.33,905.46,1.21B,0.40%
"Aug 03, 2021",922.36,914.46,922.36,913.27,1.22B,0.89%
"Aug 04, 2021",925.63,922.65,928.18,916.80,880.91M,0.35%
"Aug 05, 2021",911.53,924.15,926.13,911.00,1.16B,-1.52%
"Aug 06, 2021",908.50,912.84,918.52,903.57,1.23B,-0.33%
"Aug 09, 2021",921.51,912.95,924.09,910.17,1.04B,1.43%
"Aug 10, 2021",922.27,923.79,928.22,920.08,1.23B,0.08%
"Aug 11, 2021",917.24,927.17,928.68,916.48,1.34B,-0.55%
"Aug 13, 2021",917.54,915.21,922.92,913.74,1.30B,0.03%
"Aug 16, 2021",922.42,917.83,924.25,910.33,1.29B,0.53%
"Aug 17, 2021",929.61,926.16,931.35,922.09,1.42B,0.78%
"Aug 18, 2021",933.97,931.00,938.01,929.40,1.32B,0.47%
"Aug 19, 2021",927.09,929.68,934.23,926.58,1.07B,-0.74%
"Aug 20, 2021",932.27,931.05,933.88,927.53,1.51B,0.56%
"Aug 23, 2021",954.17,941.35,954.99,941.05,2.44B,2.35%
"Aug 24, 2021",956.78,959.28,966.08,955.41,1.87B,0.27%
"Aug 25, 2021",965.45,959.19,966.03,956.75,1.42B,0.91%
"Aug 26, 2021",964.79,965.50,966.91,961.05,976.89M,-0.07%
"Aug 27, 2021",972.16,965.17,974.49,962.91,1.59B,0.76%
"Aug 30, 2021",987.31,978.82,989.24,978.18,1.86B,1.56%
"Aug 31, 2021",992.13,985.48,995.78,982.19,1.82B,0.49%
"Sep 01, 2021",988.20,994.57,997.23,984.22,1.58B,-0.40%
"Sep 02, 2021",998.81,987.99,1002.16,986.43,1.51B,1.07%
"Sep 03, 2021",1000.64,1002.94,1005.67,995.68,935.51M,0.18%
"Sep 06, 2021",997.45,1000.94,1002.92,994.38,898.57M,-0.32%
"Sep 07, 2021",991.33,1001.47,1005.63,989.87,1.61B,-0.61%
"Sep 08, 2021",992.35,988.07,993.74,982.58,1.17B,0.10%
"Sep 09, 2021",981.86,989.26,995.88,980.60,1.34B,-1.06%
"Sep 10, 2021",985.29,984.41,989.09,975.61,1.23B,0.35%
"Sep 13, 2021",981.52,983.44,990.15,977.93,1.40B,-0.38%
"Sep 14, 2021",974.58,985.46,985.46,972.94,1.24B,-0.71%
"Sep 15, 2021",975.79,974.63,978.90,971.53,950.92M,0.12%
"Sep 16, 2021",978.53,979.77,981.37,975.17,1.28B,0.28%
"Sep 17, 2021",974.71,978.56,980.70,969.39,1.88B,-0.39%
"Sep 20, 2021",960.58,968.06,970.93,958.15,1.06B,-1.45%
"Sep 21, 2021",967.39,961.87,969.94,953.40,1.14B,0.71%
"Sep 22, 2021",969.44,966.67,972.94,964.11,1.78M,0.21%
"Sep 23, 2021",981.73,979.53,985.23,973.38,4.24B,1.27%
"Sep 27, 2021",976.02,985.52,987.63,972.88,3.67B,-0.58%
"Sep 28, 2021",972.95,977.85,980.12,971.62,2.53M,-0.31%
"Sep 29, 2021",971.85,964.19,976.09,963.89,2.44M,-0.11%
"Sep 30, 2021",964.35,970.56,974.00,960.49,2.06B,-0.77%
"Oct 01, 2021",964.99,960.35,968.09,956.65,1.73B,0.07%
"Oct 04, 2021",971.22,968.74,975.23,968.06,1.69B,0.65%
"Oct 05, 2021",978.86,969.26,980.85,968.44,2.16B,0.79%
"Oct 06, 2021",973.25,980.05,982.33,971.54,2.02B,-0.57%
"Oct 07, 2021",982.10,977.83,985.78,975.52,3.07B,0.91%
"Oct 08, 2021",985.71,987.97,989.92,982.65,2.08B,0.37%
"Oct 11, 2021",982.45,988.75,991.44,979.85,2.27B,-0.33%
"Oct 12, 2021",989.66,990.40,992.30,984.89,1.96B,0.73%
"Oct 14, 2021",987.28,992.31,993.09,984.18,2.26B,-0.24%
"Oct 15, 2021",987.44,990.72,994.78,984.39,1.93B,0.02%
"Oct 18, 2021",991.07,989.77,994.60,987.62,1.70B,0.37%
"Oct 19, 2021",982.02,994.39,995.31,978.97,2.26B,-0.91%
"Oct 20, 2021",985.86,984.09,987.42,982.60,1.36B,0.39%
"Oct 21, 2021",988.81,990.66,991.66,985.73,1.34B,0.30%
"Oct 25, 2021",982.81,989.95,990.85,979.45,1.34B,-0.61%
"Oct 26, 2021",984.04,983.08,985.79,976.85,1.57B,0.13%
"Oct 27, 2021",977.32,980.90,982.90,976.53,1.66B,-0.68%
"Oct 28, 2021",976.67,976.35,981.46,973.49,1.35B,-0.07%
"Oct 29, 2021",974.67,977.62,979.99,972.47,1.14B,-0.20%
"Nov 01, 2021",970.42,978.17,982.54,967.92,1.28B,-0.44%
"Nov 02, 2021",975.13,972.65,977.17,967.65,1.33B,0.49%
"Nov 03, 2021",972.64,976.72,978.80,969.53,2.60B,-0.26%
"Nov 04, 2021",980.11,973.63,981.70,968.95,1.56B,0.77%
"Nov 05, 2021",980.03,980.78,982.59,975.83,944.99M,-0.01%
"Nov 08, 2021",980.22,983.65,986.82,976.63,1.47B,0.02%
"Nov 09, 2021",980.53,980.38,983.43,977.32,1.25M,0.03%
